Date,Close/Last,Volume,Open,High,Low
08/20/2021,$179.44,5428729,$178.89,$179.92,$178.07
08/19/2021,$178.57,5615038,$176.62,$179.3269,$176.07
08/18/2021,$177.19,7134094,$179.5,$179.5,$177.13
08/17/2021,$179.47,6041881,$177.31,$179.51,$177.31
08/16/2021,$177.84,4783192,$176.55,$177.89,$175.95
08/13/2021,$176.25,5882102,$175.29,$176.29,$175.12
08/12/2021,$175.2,4301392,$173.82,$175.29,$173.59
08/11/2021,$173.8,4221298,$174.25,$174.47,$173.56
08/10/2021,$173.77,3678454,$173.26,$174.11,$172.78
08/09/2021,$173.71,3950185,$173.72,$174.25,$172.93
08/06/2021,$173.11,4581065,$173.94,$173.94,$172.45
08/05/2021,$173.69,4291332,$173.85,$173.85,$172.42
08/04/2021,$173.36,4793117,$174.2,$174.59,$173.259
08/03/2021,$174.39,6032998,$172.73,$174.5,$172.44
08/02/2021,$172.27,3721473,$172.47,$172.84,$171.3
07/30/2021,$172.2,5346742,$172.54,$172.98,$171.84
07/29/2021,$172.18,4214059,$172.74,$173.34,$171.085
07/28/2021,$172.18,5750714,$172.73,$173.3801,$172.08
07/27/2021,$172.66,7089269,$171.8,$172.72,$170.67
07/26/2021,$171.87,4485035,$171.82,$172.14,$170.8619
07/23/2021,$171.79,5015073,$171,$172.1751,$170.38
07/22/2021,$169.98,5281948,$169.36,$171.07,$168.65
07/21/2021,$169.49,7585479,$169.3,$169.69,$167.48
07/20/2021,$168.45,9902815,$166.9,$170.81,$166.84
07/19/2021,$166.88,8220113,$166.48,$168.19,$165.32
07/16/2021,$168.1,5835263,$168.34,$169.09,$167.95
07/15/2021,$168.37,6656878,$169.3,$169.9,$167.72
07/14/2021,$170.42,6162925,$170,$170.83,$169.04
07/13/2021,$169.27,4691233,$168.97,$169.755,$168.672
07/12/2021,$169.48,7840452,$169.73,$171.18,$168.54
07/09/2021,$169.75,6120925,$169.37,$170.37,$169.24
07/08/2021,$169.08,5755679,$168.7,$169.46,$167.58
07/07/2021,$169.41,6293581,$167.48,$169.5,$167.48
07/06/2021,$167.97,6098526,$167.91,$168.86,$166.99
07/02/2021,$168.98,9060270,$166.02,$169.3,$165.64
07/01/2021,$165.96,6320173,$164.74,$166.01,$164.63
06/30/2021,$164.74,6151745,$164,$164.97,$163.67
06/29/2021,$164.03,3749744,$164,$164.64,$163.41
06/28/2021,$164.02,5604009,$164.44,$165.07,$163.52
06/25/2021,$164.21,10963810,$162.94,$164.78,$162.89
06/24/2021,$163.37,4549234,$163.27,$164.2,$162.8
06/23/2021,$162.63,4493351,$163.69,$163.69,$162.48
06/22/2021,$163.62,5627795,$163.71,$164.04,$163.28
06/21/2021,$163.84,6592400,$162.77,$164.255,$162.25
06/18/2021,$161.98,12993020,$163.27,$164.19,$161.79
06/17/2021,$165.22,5874962,$164.19,$165.7,$163.5
06/16/2021,$164.43,6988477,$164.8,$165.75,$163.4801
06/15/2021,$164.49,5063027,$165.23,$165.86,$164.39
06/14/2021,$165.37,4931297,$164.5,$165.46,$163.9
06/11/2021,$164.96,7389922,$167.07,$167.08,$164.22
06/10/2021,$167.08,6463322,$166,$167.575,$165.95
06/09/2021,$165.59,5552600,$163.99,$165.78,$163.66
06/08/2021,$163.39,7746805,$165.28,$165.66,$162.07
06/07/2021,$164.84,5362781,$166,$166.32,$164.6317
06/04/2021,$165.97,6510480,$167.005,$167.565,$165.87
06/03/2021,$166.04,5809122,$165.89,$167.15,$165.705
06/02/2021,$166.2,6806032,$165.3,$166.725,$165.11
06/01/2021,$165.53,10448370,$170.15,$170.2,$165.38
05/28/2021,$169.25,6401011,$169.52,$171.005,$169.17
05/27/2021,$168.81,8114708,$169.26,$170.17,$168.38
05/26/2021,$169.07,5726683,$170,$170.08,$168.28
05/25/2021,$170.08,7444857,$170.67,$171.03,$169.74
05/24/2021,$170.55,5195384,$170.9,$171.35,$169.77
05/21/2021,$170.96,6501751,$171.33,$172.74,$170.87
05/20/2021,$171.07,4853192,$169.94,$171.59,$169.69
05/19/2021,$170.08,5533788,$169.91,$170.16,$168.0354
05/18/2021,$170.45,5845985,$169.98,$171.365,$169.53
05/17/2021,$170.39,5720954,$170.4,$171.89,$170.305
05/14/2021,$170.22,5797704,$171.48,$171.61,$170.17
05/13/2021,$169.96,8018910,$166.97,$170.7,$166.97
05/12/2021,$168.2,6758316,$168.54,$169.8,$167.95
05/11/2021,$168.88,8217953,$170.65,$170.87,$168.28
05/10/2021,$170.27,8357486,$169.9,$171.53,$169.23
05/07/2021,$168.5,5316209,$168.3,$169.18,$167.83
05/06/2021,$167.74,5529946,$166.79,$167.885,$166.24
05/05/2021,$167.07,5134587,$167.5,$167.5,$166.79
05/04/2021,$167.77,10179540,$164.83,$167.85,$164.67
05/03/2021,$165.21,6594230,$163.6,$165.32,$163.12
04/30/2021,$162.73,9079081,$164.15,$164.33,$162.52
04/29/2021,$164.2,6394287,$161.9,$164.26,$161.81
04/28/2021,$161.98,7448016,$162.86,$163.2,$161.65
04/27/2021,$163.18,6217651,$163.76,$163.91,$162.47
04/26/2021,$164.12,6027788,$165.21,$165.41,$163.76
04/23/2021,$165.52,6033245,$164.53,$166.06,$163.9996
04/22/2021,$165.18,7232981,$165.836,$166.28,$164.62
04/21/2021,$166.59,6333210,$166.37,$166.91,$165.29
04/20/2021,$166.48,14050660,$161,$167.7899,$161
04/19/2021,$162.69,8353528,$162.5,$163.11,$160.84
04/16/2021,$162.24,9049432,$161.34,$162.51,$160.56
04/15/2021,$160.39,7524568,$160.72,$162.39,$160.23
04/14/2021,$159.92,7718321,$157.83,$160.11,$157.54
04/13/2021,$159.48,18424080,$156.86,$159.93,$156.53
04/12/2021,$161.64,5023037,$161.09,$162.08,$160.34
04/09/2021,$161.25,8418332,$162.12,$162.93,$159.78
04/08/2021,$162.97,5039397,$164,$164.1116,$162.85
04/07/2021,$163.61,4608010,$163.55,$164.28,$163.316
04/06/2021,$163.39,5074239,$164.08,$164.52,$163
04/05/2021,$163.43,7387123,$163.64,$164.75,$162.66
04/01/2021,$162.83,7229717,$162.6,$163.84,$162.26
03/31/2021,$164.35,8281521,$164.96,$165.39,$163.7
03/30/2021,$165.01,7236347,$165.02,$165.66,$164.23
03/29/2021,$166.04,8535084,$163.83,$167.03,$163.6314
03/26/2021,$164.93,7619247,$162.09,$165.1,$161.38
03/25/2021,$161.97,6269774,$162.44,$162.45,$160.64
03/24/2021,$161.91,6370143,$160.1,$162.48,$159.82
03/23/2021,$160.35,7178323,$160.21,$161.2004,$158.88
03/22/2021,$160.5,7544052,$158.31,$160.65,$158
03/19/2021,$160.04,14891520,$160.69,$161.5,$159.47
03/18/2021,$160.47,4801794,$160.21,$161.49,$159.96
03/17/2021,$160.77,6001421,$160.83,$161.73,$159.53
03/16/2021,$161.37,6369144,$160.46,$161.68,$160.24
03/15/2021,$160.42,5526008,$159.75,$160.66,$158.5
03/12/2021,$159.6,5474849,$159.28,$160.31,$159.19
03/11/2021,$159.14,6305584,$159.54,$160.63,$158.92
03/10/2021,$159.15,6635577,$158.82,$159.895,$157.36
03/09/2021,$157.7,7461267,$156.89,$160.75,$156.89
03/08/2021,$157.4,6546688,$157,$159.33,$155.98
03/05/2021,$156.1,8331633,$153.98,$156.69,$153.13
03/04/2021,$153.07,11033180,$155.99,$156.1,$151.47
03/03/2021,$156.22,8499626,$158.25,$158.9,$156.0604
03/02/2021,$159.02,7610885,$159.78,$160.78,$158.6
03/01/2021,$159.32,10551380,$161.45,$161.53,$159.09
